origin_date,horizon,actual,var_bic,naive
2012-11-29,1,0.6299999999999999,0.6179419889502761,0.6199999999999999
2012-11-29,5,0.6499999999999999,0.6097099447513811,0.6199999999999999
2012-11-29,20,0.6500000000000001,0.5788397790055247,0.6199999999999999
2012-12-06,1,0.6499999999999999,0.647997256515775,0.6499999999999999
2012-12-06,5,0.6799999999999999,0.6399862825788751,0.6499999999999999
2012-12-06,20,0.73,0.6099451303155006,0.6499999999999999
2012-12-13,1,0.6699999999999999,0.6780517711171662,0.6799999999999999
2012-12-13,5,0.7100000000000002,0.670258855585831,0.6799999999999999
2012-12-13,20,0.77,0.6410354223433242,0.6799999999999999
2012-12-20,1,0.6799999999999999,0.7081055480378893,0.7100000000000002
2012-12-20,5,0.6500000000000001,0.7005277401894454,0.7100000000000002
2012-12-20,20,0.75,0.672110960757781,0.7100000000000002
2012-12-27,1,0.6400000000000001,0.6480376344086023,0.6500000000000001
2012-12-27,5,0.73,0.6401881720430109,0.6500000000000001
2012-12-27,20,0.7699999999999998,0.6107526881720431,0.6500000000000001
2013-01-03,1,0.73,0.7281575433911882,0.73
2013-01-03,5,0.77,0.7207877169559412,0.73
2013-01-03,20,0.8300000000000001,0.693150867823765,0.73
2013-01-10,1,0.75,0.7682228116710875,0.77
2013-01-10,5,0.75,0.7611140583554377,0.77
2013-01-10,20,0.8400000000000001,0.7344562334217507,0.77
2013-01-17,1,0.74,0.7482081686429513,0.75
2013-01-17,5,0.7699999999999998,0.7410408432147563,0.75
2013-01-17,20,0.8700000000000001,0.714163372859025,0.75
2013-01-24,1,0.81,0.7682460732984291,0.7699999999999998
2013-01-24,5,0.8300000000000001,0.7612303664921464,0.7699999999999998
2013-01-24,20,0.8699999999999999,0.7349214659685862,0.7699999999999998
2013-01-31,1,0.8500000000000001,0.8283355006501951,0.8300000000000001
2013-01-31,5,0.8400000000000001,0.8216775032509753,0.8300000000000001
2013-01-31,20,0.8800000000000001,0.7967100130039012,0.8300000000000001
2013-02-07,1,0.8599999999999999,0.8383591731266151,0.8400000000000001
2013-02-07,5,0.8700000000000001,0.8317958656330751,0.8400000000000001
2013-02-07,20,0.92,0.8071834625322998,0.8400000000000001
2013-02-14,1,0.8799999999999999,0.868408215661104,0.8700000000000001
2013-02-14,5,0.8699999999999999,0.86204107830552,0.8700000000000001
2013-02-14,20,0.95,0.8381643132220797,0.8700000000000001
2013-02-21,1,0.8699999999999999,0.8684183673469387,0.8699999999999999
2013-02-21,5,0.8800000000000001,0.8620918367346938,0.8699999999999999
2013-02-21,20,0.8400000000000001,0.8383673469387753,0.8699999999999999
2013-02-28,1,0.8600000000000001,0.8784410646387834,0.8800000000000001
2013-02-28,5,0.92,0.8722053231939164,0.8800000000000001
2013-02-28,20,0.76,0.8488212927756655,0.8800000000000001
2013-03-07,1,0.95,0.9185012594458438,0.92
2013-03-07,5,0.95,0.9125062972292192,0.92
2013-03-07,20,0.8,0.8900251889168767,0.92
2013-03-14,1,0.8999999999999999,0.9485481852315394,0.95
2013-03-14,5,0.8400000000000001,0.9427409261576971,0.95
2013-03-14,20,0.8,0.9209637046307885,0.95
2013-03-21,1,0.8300000000000001,0.8384203980099503,0.8400000000000001
2013-03-21,5,0.76,0.8321019900497513,0.8400000000000001
2013-03-21,20,0.76,0.8084079601990051,0.8400000000000001
2013-03-28,1,0.76,0.7583312731767614,0.76
2013-03-28,5,0.8,0.7516563658838071,0.76
2013-03-28,20,0.79,0.7266254635352287,0.76
2013-04-04,1,0.77,0.7983906633906634,0.8
2013-04-04,5,0.8,0.7919533169533169,0.8
2013-04-04,20,0.7599999999999999,0.7678132678132679,0.8
2013-04-11,1,0.79,0.7984004884004885,0.8
2013-04-11,5,0.76,0.7920024420024421,0.8
